Submission Date (Central Time),Submission Time (Central Time),Overall Rating,Comments,FeedbackCategory,Subcategory,email_address,ucnValue,mouseFlowPlaybackUrl
11/03/2022,10:20:19 PM,5,love it!,Thanks/Praise,,,,
11/03/2022,10:04:46 PM,5,very easy to put in orders,Thanks/Praise,,,,
11/03/2022,10:03:00 PM,5,The website is easy to navigate and use I enjoyed my experience!,Thanks/Praise,,,,
11/03/2022,09:57:57 PM,5,My family loves the Scholastic Book Clubs!,Thanks/Praise,,,,
11/03/2022,09:40:28 PM,5,Love this site!!,Thanks/Praise,,,,
11/03/2022,09:34:12 PM,5,I love Scholastic and the online ordering!,Thanks/Praise,,,,
11/15/2022,09:24:48 PM,4,Wish you would list more dollar or 2 dollar books. I like to give books to local charities.,Price,,,,
11/15/2022,09:20:56 PM,1,Give me a break!!  You guys are so expensive  I can't even afford to buy my class some books!!!  I can't afford that and I am truly upset!,Price,,,,
11/15/2022,08:59:30 PM,5, but the prices can drop a little bit ,Price,,,,
11/15/2022,08:54:33 PM,3,The dollar store should be open to ALL size orders so that everyone can access books!,Price,,,,
11/14/2022,08:43:18 PM,3,Very difficult to find budget books.,Price,,,,
11/14/2022,08:32:38 PM,3, the price of books is a deterrent for many families.,Price,,,,
11/14/2022,08:30:52 PM,4,Bring back the $1 book all the time ----for teachers to be able to buy for whole classrooms.,Price,,,,
11/13/2022,08:09:42 PM,4,I pay for my student's books but the amount I need to order to buy in the Dollar Store is much too high for me to order. I ordered many more when you randomly put $1 prices on books that I could order and pay for to give to my students for their use.,Price,,,,
11/13/2022,08:09:01 PM,4,I've noticed the prices have gone up on books in the catalogs.,Price,,,,
11/12/2022,07:56:39 PM,4,It's difficult to find the teacher deals and $1-$2 books,Price,,,,
11/12/2022,07:48:07 PM,3, I do often find the same books for a lower price on Amazon.,Price,,,,
11/11/2022,07:46:30 PM,5,I’m disappointed prices have increased so much.,Price,,,,
11/11/2022,07:28:36 PM,5,I wish there were more $1 book options. ,Price,,,,
11/11/2022,07:25:57 PM,4,Book prices are getting really steep!,Price,,,,
11/11/2022,07:24:49 PM,3,I couldn't find any $1  books or 10 for $10 book packs.,Price,,,,
11/11/2022,07:19:07 PM,3,books are more expensive parents don’t buy like before.,Price,,,,
11/11/2022,07:16:38 PM,5,I wish there were more $1.00 books,Price,,,,
11/10/2022,07:12:21 PM,1,I will not pay shipping on orders less than $25.,Price,,,,
11/10/2022,06:35:16 PM,4,More dollar books please,Price,,,,
11/16/2022,06:30:28 PM,4,,No Comment,,,,
11/16/2022,06:18:44 PM,5,,No Comment,,,,
11/16/2022,06:12:05 PM,5,,No Comment,,,,
11/16/2022,05:59:34 PM,5,,No Comment,,,,
11/16/2022,05:58:59 PM,4,,No Comment,,,,
11/16/2022,05:51:01 PM,3,,No Comment,,,,
11/16/2022,05:44:23 PM,4,,No Comment,,,,
11/16/2022,05:37:44 PM,5,,No Comment,,,,
11/16/2022,05:33:59 PM,5,,No Comment,,,,
11/16/2022,05:26:14 PM,5,,No Comment,,,,
11/16/2022,05:18:53 PM,5,,No Comment,,,,
11/16/2022,05:04:14 PM,5,,No Comment,,,,
11/16/2022,05:00:28 PM,4,,No Comment,,,,
11/16/2022,04:54:47 PM,5,,No Comment,,,,
11/16/2022,04:49:31 PM,4,,No Comment,,,,
11/16/2022,04:46:34 PM,5,,No Comment,,,,
11/16/2022,04:28:45 PM,4,,No Comment,,,,
11/16/2022,04:17:24 PM,5,,No Comment,,,,
11/16/2022,04:16:01 PM,5,,No Comment,,,,
11/16/2022,04:08:15 PM,4,,No Comment,,,,
11/16/2022,04:08:01 PM,4,,No Comment,,,,
11/16/2022,04:07:09 PM,5,,No Comment,,,,
11/16/2022,04:04:25 PM,5,,No Comment,,,,
11/16/2022,04:03:08 PM,5,,No Comment,,,,
11/16/2022,03:47:35 PM,4,,No Comment,,,,
11/16/2022,03:33:15 PM,5,,No Comment,,,,
11/16/2022,03:32:11 PM,5,,No Comment,,,,
11/16/2022,03:31:41 PM,4,,No Comment,,,,
11/16/2022,03:27:19 PM,5,,No Comment,,,,
11/16/2022,03:22:28 PM,5,,No Comment,,,,
11/16/2022,03:17:00 PM,5,,No Comment,,,,
11/16/2022,03:16:07 PM,3,,No Comment,,,,
11/16/2022,03:13:36 PM,5,,No Comment,,,,
11/16/2022,03:13:03 PM,5,,No Comment,,,,
11/16/2022,03:09:25 PM,4,,No Comment,,,,
11/16/2022,02:39:16 PM,5,,No Comment,,,,
11/16/2022,02:16:55 PM,5,,No Comment,,,,
11/16/2022,02:11:17 PM,5,,No Comment,,,,
11/16/2022,02:09:42 PM,5,,No Comment,,,,
11/16/2022,02:05:52 PM,5,,No Comment,,,,
11/16/2022,02:05:51 PM,5,,No Comment,,,,
11/16/2022,02:03:26 PM,4,,No Comment,,,,
11/16/2022,02:00:04 PM,3,,No Comment,,,,
11/16/2022,01:57:06 PM,4,,No Comment,,,,
11/16/2022,01:53:20 PM,5,,No Comment,,,,
11/16/2022,01:47:01 PM,5,,No Comment,,,,
11/16/2022,01:40:52 PM,4,,No Comment,,,,
11/16/2022,01:40:23 PM,5,,No Comment,,,,
11/16/2022,01:27:42 PM,5,,No Comment,,,,
11/16/2022,01:19:44 PM,5,,No Comment,,,,
11/16/2022,01:18:38 PM,3,,No Comment,,,,
11/16/2022,01:16:08 PM,5,,No Comment,,,,
11/16/2022,01:08:12 PM,3,,No Comment,,,,
11/16/2022,12:56:15 PM,5,,No Comment,,,,
11/16/2022,12:53:20 PM,5,,No Comment,,,,
11/16/2022,12:45:11 PM,3,,No Comment,,,,
11/16/2022,12:39:21 PM,4,,No Comment,,,,
11/16/2022,12:32:08 PM,5,,No Comment,,,,
11/16/2022,12:26:48 PM,5,,No Comment,,,,
11/16/2022,12:25:23 PM,3,,No Comment,,,,
11/15/2022,12:24:21 PM,5,,No Comment,,,,
11/15/2022,12:23:52 PM,5,,No Comment,,,,
11/15/2022,12:22:40 PM,5,,No Comment,,,,
11/15/2022,12:20:12 PM,4,,No Comment,,,,
11/15/2022,12:16:13 PM,4,,No Comment,,,,
11/15/2022,12:15:00 PM,5,,No Comment,,,,
11/15/2022,12:11:46 PM,3,,No Comment,,,,
11/15/2022,11:56:15 AM,3,,No Comment,,,,
11/15/2022,11:44:47 AM,5,,No Comment,,,,
11/15/2022,11:42:48 AM,4,,No Comment,,,,
11/15/2022,11:41:06 AM,5,,No Comment,,,,
11/15/2022,11:40:51 AM,3,,No Comment,,,,
11/15/2022,11:40:29 AM,5,,No Comment,,,,
11/15/2022,11:33:03 AM,5,,No Comment,,,,
11/15/2022,11:31:59 AM,5,,No Comment,,,,
11/15/2022,11:25:39 AM,5,,No Comment,,,,
11/15/2022,11:25:29 AM,5,,No Comment,,,,
11/15/2022,11:24:22 AM,5,,No Comment,,,,
11/15/2022,11:20:45 AM,4,,No Comment,,,,
11/15/2022,11:19:12 AM,4,,No Comment,,,,
11/15/2022,11:10:23 AM,5,,No Comment,,,,
11/15/2022,11:09:14 AM,5,,No Comment,,,,
11/15/2022,11:08:59 AM,5,,No Comment,,,,
11/15/2022,11:05:59 AM,3,,No Comment,,,,
11/15/2022,11:00:40 AM,5,,No Comment,,,,
11/15/2022,10:58:03 AM,5,,No Comment,,,,
11/15/2022,10:56:50 AM,4,,No Comment,,,,
11/15/2022,10:53:52 AM,5,,No Comment,,,,
11/15/2022,10:50:44 AM,5,,No Comment,,,,
11/15/2022,10:37:44 AM,4,,No Comment,,,,
11/15/2022,10:36:43 AM,5,,No Comment,,,,
11/15/2022,10:36:10 AM,3,,No Comment,,,,
11/15/2022,10:34:18 AM,5,,No Comment,,,,
11/15/2022,10:26:04 AM,5,,No Comment,,,,
11/15/2022,10:25:03 AM,4,,No Comment,,,,
11/15/2022,10:21:08 AM,5,,No Comment,,,,
11/15/2022,10:20:31 AM,5,,No Comment,,,,
11/15/2022,10:15:12 AM,5,,No Comment,,,,
11/15/2022,10:10:46 AM,5,,No Comment,,,,
11/15/2022,10:02:55 AM,3,,No Comment,,,,
11/15/2022,09:58:06 AM,5,,No Comment,,,,
11/15/2022,09:57:02 AM,5,,No Comment,,,,
11/15/2022,09:55:15 AM,4,,No Comment,,,,
11/15/2022,09:51:16 AM,3,,No Comment,,,,
11/15/2022,09:36:09 AM,3,,No Comment,,,,
11/15/2022,09:27:16 AM,4,,No Comment,,,,
11/15/2022,09:22:03 AM,3,,No Comment,,,,
11/15/2022,09:20:30 AM,5,,No Comment,,,,
11/15/2022,09:20:12 AM,5,,No Comment,,,,
11/15/2022,09:19:37 AM,5,,No Comment,,,,
11/15/2022,09:09:13 AM,4,,No Comment,,,,
11/15/2022,09:07:55 AM,5,,No Comment,,,,
11/15/2022,08:56:12 AM,4,,No Comment,,,,
11/15/2022,08:48:58 AM,5,,No Comment,,,,
11/15/2022,08:47:06 AM,4,,No Comment,,,,
11/15/2022,08:41:38 AM,5,,No Comment,,,,
11/15/2022,08:33:06 AM,5,,No Comment,,,,
11/15/2022,08:20:45 AM,5,,No Comment,,,,
11/15/2022,08:14:15 AM,5,,No Comment,,,,
11/15/2022,08:12:47 AM,5,,No Comment,,,,
11/15/2022,08:01:53 AM,3,,No Comment,,,,
11/15/2022,07:58:37 AM,5,,No Comment,,,,
11/15/2022,07:47:03 AM,5,,No Comment,,,,
11/15/2022,07:38:36 AM,4,,No Comment,,,,
11/15/2022,07:36:50 AM,3,,No Comment,,,,
11/15/2022,07:34:17 AM,5,,No Comment,,,,
11/15/2022,07:03:37 AM,5,,No Comment,,,,
11/15/2022,07:02:01 AM,3,,No Comment,,,,
11/15/2022,06:58:31 AM,5,,No Comment,,,,
11/15/2022,06:47:28 AM,5,,No Comment,,,,
11/15/2022,06:26:04 AM,3,,No Comment,,,,
11/15/2022,06:01:52 AM,4,,No Comment,,,,
11/15/2022,05:31:47 AM,5,,No Comment,,,,
11/15/2022,05:27:42 AM,4,,No Comment,,,,
11/15/2022,05:06:25 AM,5,,No Comment,,,,
11/15/2022,04:34:43 AM,5,,No Comment,,,,
11/15/2022,03:27:31 AM,4,,No Comment,,,,
11/15/2022,12:54:38 AM,2,,No Comment,,,,
11/15/2022,12:11:12 AM,5,,No Comment,,,,
11/15/2022,12:08:30 AM,5,,No Comment,,,,
11/15/2022,11:36:41 PM,3,,No Comment,,,,
11/15/2022,11:12:07 PM,5,,No Comment,,,,
11/15/2022,11:00:11 PM,5,,No Comment,,,,
11/15/2022,10:37:32 PM,5,,No Comment,,,,
11/15/2022,10:31:05 PM,5,,No Comment,,,,
11/15/2022,10:16:16 PM,3,,No Comment,,,,
11/15/2022,10:00:55 PM,5,,No Comment,,,,
11/15/2022,09:57:37 PM,5,,No Comment,,,,
11/15/2022,09:43:12 PM,3,,No Comment,,,,
11/15/2022,09:36:13 PM,5,,No Comment,,,,
11/15/2022,09:32:22 PM,5,,No Comment,,,,
11/15/2022,09:28:52 PM,4,,No Comment,,,,
11/15/2022,09:20:32 PM,5,,No Comment,,,,
11/15/2022,08:43:19 PM,5,,No Comment,,,,
11/15/2022,08:41:52 PM,3,,No Comment,,,,
11/15/2022,08:39:13 PM,5,,No Comment,,,,
11/15/2022,08:37:04 PM,4,,No Comment,,,,
11/15/2022,08:30:17 PM,3,,No Comment,,,,
11/15/2022,08:28:14 PM,3,,No Comment,,,,
11/15/2022,08:17:11 PM,5,,No Comment,,,,
11/15/2022,08:03:16 PM,5,,No Comment,,,,
11/15/2022,08:01:30 PM,4,,No Comment,,,,
11/15/2022,07:55:18 PM,5,,No Comment,,,,
11/15/2022,07:52:43 PM,5,,No Comment,,,,
11/15/2022,07:48:44 PM,4,,No Comment,,,,
11/15/2022,07:42:51 PM,5,,No Comment,,,,
11/15/2022,07:40:07 PM,5,,No Comment,,,,
11/15/2022,07:31:57 PM,5,,No Comment,,,,
11/15/2022,07:23:03 PM,4,,No Comment,,,,
11/15/2022,07:12:32 PM,5,,No Comment,,,,
11/15/2022,07:10:58 PM,4,,No Comment,,,,
11/15/2022,07:10:51 PM,4,,No Comment,,,,
11/15/2022,06:56:51 PM,4,,No Comment,,,,
11/15/2022,06:31:59 PM,5,,No Comment,,,,
11/15/2022,06:23:11 PM,4,,No Comment,,,,
11/15/2022,06:19:45 PM,5,,No Comment,,,,
11/15/2022,06:19:37 PM,3,,No Comment,,,,
11/15/2022,06:05:53 PM,5,,No Comment,,,,
11/15/2022,05:47:33 PM,5,,No Comment,,,,
11/15/2022,05:45:45 PM,3,,No Comment,,,,
11/15/2022,05:45:10 PM,5,,No Comment,,,,
11/15/2022,05:39:30 PM,5,,No Comment,,,,
11/15/2022,05:25:33 PM,5,,No Comment,,,,
11/15/2022,05:09:33 PM,3,,No Comment,,,,
11/15/2022,05:06:18 PM,5,,No Comment,,,,
11/15/2022,05:04:04 PM,3,,No Comment,,,,
11/15/2022,05:00:06 PM,3,,No Comment,,,,
11/15/2022,04:54:34 PM,5,,No Comment,,,,
11/15/2022,04:43:58 PM,4,,No Comment,,,,
11/15/2022,04:33:27 PM,5,,No Comment,,,,
11/15/2022,04:31:39 PM,4,,No Comment,,,,
11/15/2022,04:21:19 PM,3,,No Comment,,,,
11/15/2022,04:16:51 PM,5,,No Comment,,,,
11/15/2022,04:11:02 PM,4,,No Comment,,,,
11/15/2022,04:06:52 PM,5,,No Comment,,,,
11/15/2022,03:51:41 PM,4,,No Comment,,,,
11/15/2022,03:30:50 PM,5,,No Comment,,,,
11/15/2022,03:25:37 PM,4,,No Comment,,,,
11/15/2022,03:21:54 PM,3,,No Comment,,,,
11/15/2022,03:19:36 PM,5,,No Comment,,,,
11/15/2022,03:19:02 PM,5,,No Comment,,,,
11/15/2022,03:14:32 PM,4,,No Comment,,,,
11/15/2022,03:10:50 PM,5,,No Comment,,,,
11/15/2022,02:58:37 PM,5,,No Comment,,,,
11/15/2022,02:53:00 PM,5,,No Comment,,,,
11/15/2022,02:50:20 PM,4,,No Comment,,,,
11/15/2022,02:44:04 PM,5,,No Comment,,,,
11/15/2022,02:26:31 PM,4,,No Comment,,,,
11/15/2022,02:17:58 PM,5,,No Comment,,,,
11/15/2022,02:16:21 PM,3,,No Comment,,,,
11/15/2022,02:13:16 PM,5,,No Comment,,,,
11/15/2022,02:11:32 PM,4,,No Comment,,,,
11/15/2022,02:06:33 PM,4,,No Comment,,,,
11/15/2022,02:01:40 PM,5,,No Comment,,,,
11/15/2022,02:01:10 PM,5,,No Comment,,,,
11/15/2022,01:58:55 PM,5,,No Comment,,,,
11/15/2022,01:56:27 PM,5,,No Comment,,,,
11/15/2022,01:53:47 PM,4,,No Comment,,,,
11/15/2022,01:50:42 PM,4,,No Comment,,,,
11/15/2022,01:50:31 PM,5,,No Comment,,,,
11/15/2022,01:47:45 PM,3,,No Comment,,,,
11/15/2022,01:46:56 PM,3,,No Comment,,,,
11/15/2022,01:45:17 PM,4,,No Comment,,,,
11/15/2022,01:43:52 PM,3,,No Comment,,,,
11/15/2022,01:41:32 PM,5,,No Comment,,,,
11/15/2022,01:39:15 PM,5,,No Comment,,,,
11/15/2022,01:39:07 PM,5,,No Comment,,,,
11/15/2022,01:36:53 PM,5,,No Comment,,,,
11/15/2022,01:35:34 PM,3,,No Comment,,,,
11/15/2022,01:35:15 PM,5,,No Comment,,,,
11/15/2022,01:33:20 PM,3,,No Comment,,,,
11/15/2022,01:32:59 PM,5,,No Comment,,,,
11/15/2022,01:31:06 PM,3,,No Comment,,,,
11/15/2022,01:30:04 PM,5,,No Comment,,,,
11/15/2022,01:26:21 PM,5,,No Comment,,,,
11/15/2022,01:15:42 PM,5,,No Comment,,,,
11/15/2022,01:09:59 PM,5,,No Comment,,,,
11/15/2022,01:07:24 PM,5,,No Comment,,,,
11/15/2022,01:06:05 PM,5,,No Comment,,,,
11/15/2022,12:56:14 PM,4,,No Comment,,,,
11/15/2022,12:52:58 PM,3,,No Comment,,,,
11/15/2022,12:52:07 PM,4,,No Comment,,,,
11/15/2022,12:51:34 PM,5,,No Comment,,,,
11/15/2022,12:47:53 PM,5,,No Comment,,,,
11/15/2022,12:32:34 PM,3,,No Comment,,,,
11/15/2022,12:28:27 PM,5,,No Comment,,,,
11/15/2022,12:28:04 PM,5,,No Comment,,,,
11/15/2022,12:22:47 PM,4,,No Comment,,,,
11/15/2022,12:22:36 PM,5,,No Comment,,,,
11/15/2022,12:20:54 PM,5,,No Comment,,,,
11/15/2022,12:19:25 PM,5,,No Comment,,,,
11/15/2022,12:18:09 PM,5,,No Comment,,,,
11/15/2022,12:12:13 PM,5,,No Comment,,,,
11/15/2022,12:04:42 PM,4,,No Comment,,,,
11/15/2022,12:03:15 PM,4,,No Comment,,,,
11/15/2022,12:00:53 PM,5,,No Comment,,,,
11/15/2022,11:57:35 AM,5,,No Comment,,,,
11/15/2022,11:54:42 AM,4,,No Comment,,,,
11/15/2022,11:50:25 AM,5,,No Comment,,,,
11/15/2022,11:48:45 AM,5,,No Comment,,,,
11/15/2022,11:47:16 AM,5,,No Comment,,,,
11/15/2022,11:47:02 AM,5,,No Comment,,,,
11/15/2022,11:46:33 AM,4,,No Comment,,,,
11/15/2022,11:44:04 AM,3,,No Comment,,,,
11/15/2022,11:43:50 AM,4,,No Comment,,,,
11/15/2022,11:42:38 AM,5,,No Comment,,,,
11/15/2022,11:40:52 AM,5,,No Comment,,,,
11/15/2022,11:36:27 AM,4,,No Comment,,,,
11/14/2022,11:28:32 AM,5,,No Comment,,,,
11/14/2022,11:27:49 AM,4,,No Comment,,,,
11/14/2022,11:18:28 AM,3,,No Comment,,,,
11/14/2022,11:16:54 AM,5,,No Comment,,,,
11/14/2022,11:11:38 AM,5,,No Comment,,,,
11/14/2022,11:09:53 AM,4,,No Comment,,,,
11/14/2022,11:04:06 AM,5,,No Comment,,,,
11/14/2022,11:03:05 AM,5,,No Comment,,,,
11/14/2022,10:50:04 AM,4,,No Comment,,,,
11/14/2022,10:36:27 AM,3,,No Comment,,,,
11/14/2022,10:32:13 AM,5,,No Comment,,,,
11/14/2022,10:30:20 AM,5,,No Comment,,,,
11/14/2022,10:28:23 AM,3,,No Comment,,,,
11/14/2022,10:24:42 AM,3,,No Comment,,,,
11/14/2022,10:18:25 AM,5,,No Comment,,,,
11/14/2022,10:17:04 AM,5,,No Comment,,,,
11/14/2022,10:16:46 AM,4,,No Comment,,,,
11/14/2022,10:13:20 AM,5,,No Comment,,,,
11/14/2022,10:13:06 AM,5,,No Comment,,,,
11/14/2022,10:11:01 AM,5,,No Comment,,,,
11/14/2022,10:08:56 AM,4,,No Comment,,,,
11/14/2022,10:07:03 AM,5,,No Comment,,,,
11/14/2022,10:06:38 AM,4,,No Comment,,,,
11/14/2022,10:00:35 AM,4,,No Comment,,,,
11/14/2022,09:57:50 AM,4,,No Comment,,,,
11/14/2022,09:50:57 AM,5,,No Comment,,,,
11/14/2022,09:47:08 AM,5,,No Comment,,,,
11/14/2022,09:41:02 AM,5,,No Comment,,,,
11/14/2022,09:38:17 AM,3,,No Comment,,,,
11/14/2022,09:25:03 AM,5,,No Comment,,,,
11/14/2022,09:21:06 AM,3,,No Comment,,,,
11/14/2022,09:16:23 AM,4,,No Comment,,,,
11/14/2022,09:07:58 AM,3,,No Comment,,,,
11/14/2022,09:07:25 AM,4,,No Comment,,,,
11/14/2022,08:49:59 AM,3,,No Comment,,,,
11/14/2022,08:43:58 AM,5,,No Comment,,,,
11/14/2022,08:43:27 AM,5,,No Comment,,,,
11/14/2022,08:39:34 AM,4,,No Comment,,,,
11/14/2022,08:31:00 AM,3,,No Comment,,,,
11/14/2022,08:27:24 AM,3,,No Comment,,,,
11/14/2022,08:16:03 AM,5,,No Comment,,,,
11/14/2022,08:11:45 AM,5,,No Comment,,,,
11/14/2022,07:58:14 AM,4,,No Comment,,,,
11/14/2022,07:57:28 AM,4,,No Comment,,,,
11/14/2022,07:50:33 AM,5,,No Comment,,,,
11/14/2022,07:49:17 AM,5,,No Comment,,,,
11/14/2022,07:47:38 AM,3,,No Comment,,,,
11/14/2022,07:17:35 AM,5,,No Comment,,,,
11/14/2022,07:15:08 AM,3,,No Comment,,,,
11/14/2022,07:11:15 AM,5,,No Comment,,,,
11/14/2022,06:46:57 AM,5,,No Comment,,,,
11/14/2022,06:44:23 AM,5,,No Comment,,,,
11/14/2022,06:42:31 AM,5,,No Comment,,,,
11/14/2022,06:36:03 AM,5,,No Comment,,,,
11/14/2022,06:16:58 AM,3,,No Comment,,,,
11/14/2022,06:04:36 AM,4,,No Comment,,,,
11/14/2022,05:47:42 AM,5,,No Comment,,,,
11/14/2022,05:46:35 AM,4,,No Comment,,,,
11/14/2022,05:08:51 AM,5,,No Comment,,,,
11/14/2022,04:59:47 AM,5,,No Comment,,,,
11/14/2022,04:42:30 AM,4,,No Comment,,,,
11/14/2022,01:13:59 AM,5,,No Comment,,,,
11/14/2022,12:32:07 AM,2,,No Comment,,,,
11/14/2022,12:13:56 AM,5,,No Comment,,,,
11/14/2022,06:33:11 PM,5,,No Comment,,,,
11/14/2022,06:31:18 PM,5,,No Comment,,,,
11/14/2022,06:30:38 PM,5,,No Comment,,,,
11/14/2022,06:26:38 PM,5,,No Comment,,,,
11/14/2022,06:25:25 PM,4,,No Comment,,,,
11/14/2022,06:22:54 PM,4,,No Comment,,,,
11/14/2022,06:13:21 PM,1,,No Comment,,,,
11/14/2022,06:09:32 PM,4,,No Comment,,,,
11/14/2022,06:08:52 PM,5,,No Comment,,,,
11/14/2022,06:05:57 PM,5,,No Comment,,,,
11/14/2022,06:04:53 PM,5,,No Comment,,,,
11/14/2022,06:04:53 PM,5,,No Comment,,,,
11/14/2022,06:02:18 PM,5,,No Comment,,,,
11/14/2022,05:59:33 PM,5,,No Comment,,,,
11/14/2022,05:55:49 PM,5,,No Comment,,,,
11/14/2022,05:49:49 PM,4,,No Comment,,,,
11/14/2022,05:45:49 PM,4,,No Comment,,,,
11/14/2022,05:37:30 PM,5,,No Comment,,,,
11/14/2022,05:32:36 PM,3,,No Comment,,,,
11/14/2022,05:29:51 PM,5,,No Comment,,,,
11/14/2022,05:21:46 PM,5,,No Comment,,,,
11/14/2022,05:18:30 PM,5,,No Comment,,,,
11/14/2022,05:07:49 PM,4,,No Comment,,,,
11/14/2022,05:04:46 PM,5,,No Comment,,,,
11/14/2022,05:04:37 PM,4,,No Comment,,,,
11/14/2022,05:03:24 PM,5,,No Comment,,,,
11/14/2022,05:00:59 PM,5,,No Comment,,,,
11/14/2022,05:00:24 PM,5,,No Comment,,,,
11/14/2022,04:58:38 PM,5,,No Comment,,,,
11/14/2022,04:45:53 PM,5,,No Comment,,,,
11/14/2022,04:45:41 PM,4,,No Comment,,,,
11/14/2022,04:42:51 PM,3,,No Comment,,,,
11/14/2022,04:40:32 PM,5,,No Comment,,,,
11/14/2022,04:37:58 PM,5,,No Comment,,,,
11/14/2022,04:36:21 PM,5,,No Comment,,,,
11/14/2022,04:35:43 PM,5,,No Comment,,,,
11/14/2022,04:29:33 PM,5,,No Comment,,,,
11/14/2022,04:26:59 PM,4,,No Comment,,,,
11/14/2022,04:25:58 PM,4,,No Comment,,,,
11/14/2022,04:25:12 PM,4,,No Comment,,,,
11/14/2022,04:17:21 PM,5,,No Comment,,,,
11/14/2022,04:15:00 PM,5,,No Comment,,,,
11/14/2022,04:10:21 PM,5,,No Comment,,,,
11/14/2022,04:08:49 PM,5,,No Comment,,,,
11/14/2022,04:07:09 PM,4,,No Comment,,,,
11/14/2022,04:07:07 PM,4,,No Comment,,,,
11/14/2022,04:02:34 PM,5,,No Comment,,,,
11/14/2022,04:00:11 PM,5,,No Comment,,,,
11/14/2022,03:58:50 PM,5,,No Comment,,,,
11/14/2022,03:54:09 PM,4,,No Comment,,,,
11/14/2022,03:51:29 PM,4,,No Comment,,,,
11/14/2022,03:44:47 PM,5,,No Comment,,,,
11/14/2022,03:39:34 PM,4,,No Comment,,,,
11/14/2022,03:38:34 PM,4,,No Comment,,,,
11/14/2022,03:37:53 PM,5,,No Comment,,,,
11/14/2022,03:36:22 PM,5,,No Comment,,,,
11/14/2022,03:30:43 PM,5,,No Comment,,,,
11/14/2022,03:28:46 PM,4,,No Comment,,,,
11/14/2022,03:24:36 PM,4,,No Comment,,,,
11/14/2022,03:23:06 PM,4,,No Comment,,,,
11/14/2022,03:21:12 PM,4,,No Comment,,,,
11/14/2022,03:20:36 PM,4,,No Comment,,,,
11/14/2022,03:20:01 PM,4,,No Comment,,,,
11/14/2022,03:18:17 PM,4,,No Comment,,,,
11/14/2022,03:16:19 PM,5,,No Comment,,,,
11/14/2022,03:14:17 PM,5,,No Comment,,,,
11/14/2022,03:12:13 PM,4,,No Comment,,,,
11/14/2022,03:10:01 PM,5,,No Comment,,,,
11/14/2022,02:58:08 PM,5,,No Comment,,,,
11/14/2022,02:50:15 PM,5,,No Comment,,,,
11/14/2022,02:45:43 PM,5,,No Comment,,,,
11/14/2022,02:45:38 PM,5,,No Comment,,,,
11/14/2022,02:44:34 PM,5,,No Comment,,,,
11/14/2022,02:39:45 PM,4,,No Comment,,,,
11/14/2022,02:34:13 PM,4,,No Comment,,,,
11/14/2022,02:30:11 PM,4,,No Comment,,,,
11/14/2022,02:29:48 PM,5,,No Comment,,,,
11/14/2022,02:24:17 PM,4,,No Comment,,,,
11/14/2022,02:21:26 PM,5,,No Comment,,,,
11/14/2022,02:20:24 PM,5,,No Comment,,,,
11/14/2022,02:13:51 PM,5,,No Comment,,,,
11/14/2022,02:11:21 PM,5,,No Comment,,,,
11/14/2022,02:09:45 PM,5,,No Comment,,,,
11/14/2022,02:04:50 PM,3,,No Comment,,,,
11/14/2022,02:04:33 PM,5,,No Comment,,,,
11/14/2022,02:03:33 PM,5,,No Comment,,,,
11/14/2022,02:03:11 PM,5,,No Comment,,,,
11/14/2022,01:59:36 PM,3,,No Comment,,,,
11/14/2022,01:54:45 PM,5,,No Comment,,,,
11/14/2022,01:51:07 PM,3,,No Comment,,,,
11/14/2022,01:50:21 PM,5,,No Comment,,,,
11/14/2022,01:47:40 PM,4,,No Comment,,,,
11/14/2022,01:41:14 PM,5,,No Comment,,,,
11/14/2022,01:41:05 PM,4,,No Comment,,,,
11/14/2022,01:36:57 PM,5,,No Comment,,,,
11/14/2022,01:36:37 PM,4,,No Comment,,,,
11/14/2022,01:34:57 PM,5,,No Comment,,,,
11/14/2022,01:23:57 PM,5,,No Comment,,,,
11/14/2022,01:23:40 PM,4,,No Comment,,,,
11/14/2022,01:16:58 PM,5,,No Comment,,,,
11/14/2022,01:13:06 PM,5,,No Comment,,,,
11/14/2022,01:12:22 PM,4,,No Comment,,,,
11/14/2022,01:07:57 PM,4,,No Comment,,,,
11/14/2022,01:02:22 PM,5,,No Comment,,,,
11/14/2022,12:48:33 PM,4,,No Comment,,,,
11/14/2022,12:48:04 PM,4,,No Comment,,,,
11/14/2022,12:47:46 PM,5,,No Comment,,,,
11/14/2022,12:47:10 PM,5,,No Comment,,,,
11/14/2022,12:40:40 PM,4,,No Comment,,,,
11/14/2022,12:39:44 PM,5,,No Comment,,,,
11/14/2022,12:34:08 PM,3,,No Comment,,,,
11/14/2022,12:28:26 PM,4,,No Comment,,,,
11/14/2022,12:27:10 PM,5,,No Comment,,,,
11/14/2022,12:23:55 PM,3,,No Comment,,,,
11/14/2022,12:23:53 PM,5,,No Comment,,,,
11/14/2022,12:22:53 PM,5,,No Comment,,,,
11/14/2022,12:13:34 PM,5,,No Comment,,,,
11/14/2022,12:13:12 PM,5,,No Comment,,,,
11/14/2022,12:03:01 PM,4,,No Comment,,,,
11/14/2022,11:58:47 AM,5,,No Comment,,,,
11/14/2022,11:58:01 AM,4,,No Comment,,,,
11/14/2022,11:57:23 AM,5,,No Comment,,,,
11/14/2022,11:48:35 AM,5,,No Comment,,,,
